,Target,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M,water,ratio,new6,a2
214,14,0.485,0.395,0.16,3,0.2475,0.128,0.235,1,0,0,1.3895,0.12375,0.5425,-0.8163948688418012
215,10,0.55,0.405,0.14,3,0.244,0.1635,0.255,0,0,1,1.3375,0.122,0.546,-0.7958535270681533
216,8,0.45,0.35,0.13,2,0.174,0.111,0.135,0,0,1,0.5800000000000001,0.174,0.35600000000000004,-0.5621189043611049
217,7,0.405,0.3,0.12,2,0.1265,0.07,0.11,0,1,0,0.6935,0.1265,0.33349999999999996,-0.475451668902644
218,10,0.47,0.36,0.135,3,0.1665,0.115,0.165,0,0,1,1.5535,0.08325,0.4335000000000001,-0.5490458072130487
219,8,0.415,0.305,0.13,2,0.1305,0.0755,0.105,1,0,0,0.6890000000000001,0.1305,0.33949999999999997,-0.4807592963931403
220,9,0.445,0.325,0.125,2,0.1785,0.1125,0.14,1,0,0,0.569,0.1785,0.35150000000000003,-0.5349259302190007
221,11,0.47,0.35,0.145,3,0.187,0.1235,0.18,1,0,0,1.5095,0.0935,0.4629999999999999,-0.6074091354695623
222,9,0.49,0.375,0.15,3,0.22,0.144,0.19,1,0,0,1.446,0.11,0.45999999999999996,-0.6198329454758793
223,11,0.445,0.355,0.15,2,0.181,0.125,0.155,1,0,0,0.539,0.181,0.429,-0.7323376777282891
224,10,0.425,0.38,0.105,2,0.1285,0.0785,0.1,0,1,0,0.693,0.1285,0.28150000000000003,-0.42333830848769954
225,9,0.5,0.37,0.135,2,0.1715,0.1055,0.155,1,0,0,0.568,0.1715,0.4085000000000001,-0.6649687981126844
226,7,0.39,0.29,0.125,2,0.121,0.082,0.09,1,0,0,0.707,0.121,0.309,-0.4050843482200076
227,7,0.365,0.27,0.085,2,0.078,0.0485,0.07,0,1,0,0.8035,0.078,0.23200000000000004,-0.1959241478472331
228,11,0.58,0.465,0.165,4,0.404,0.2095,0.35,1,0,0,2.0365,0.13466666666666668,0.626,-0.9328349445532703
229,15,0.53,0.415,0.16,3,0.2935,0.158,0.245,1,0,0,1.3035,0.14675,0.5165000000000001,-0.7721092497814224
230,13,0.555,0.445,0.135,3,0.336,0.1625,0.275,0,0,1,1.2265,0.168,0.48400000000000004,-0.7595239620847576
231,14,0.565,0.44,0.175,3,0.31,0.193,0.325,0,0,1,1.172,0.155,0.69,-1.0848516624389513
232,22,0.625,0.505,0.215,4,0.496,0.287,0.435,0,0,1,1.782,0.16533333333333333,0.804,-1.2477799436656833
233,7,0.275,0.215,0.075,2,0.0485,0.029,0.035,0,1,0,0.8875,0.0485,0.17149999999999999,-0.017335895452569874
234,12,0.44,0.35,0.135,2,0.1815,0.083,0.125,0,1,0,0.6105,0.1815,0.3385,-0.5266820679035271
235,9,0.295,0.225,0.08,2,0.0485,0.032,0.04,0,1,0,0.8795,0.0485,0.1915,-0.0736021588609378
236,1,0.075,0.055,0.01,2,0.001,0.0005,0.0015,0,1,0,0.997,0.001,0.022,0.6187226191969079
237,3,0.13,0.1,0.03,2,0.0045,0.003,0.004,0,1,0,0.9885,0.0045,0.0635,0.36698774077679364
238,3,0.11,0.09,0.03,2,0.0025,0.002,0.003,0,1,0,0.9925,0.0025,0.0635,0.3298536019276038
239,5,0.16,0.12,0.035,2,0.0075,0.0045,0.005,0,1,0,0.983,0.0075,0.07250000000000001,0.35065513882842275
240,17,0.565,0.425,0.16,3,0.3495,0.2185,0.275,0,0,1,1.157,0.17475,0.5205000000000002,-0.7944164318307829
241,5,0.27,0.2,0.07,2,0.034,0.0245,0.035,0,1,0,0.9065,0.034,0.17600000000000002,-0.025646410440118422
242,5,0.23,0.175,0.065,2,0.026,0.0105,0.02,0,1,0,0.9435,0.026,0.14400000000000002,0.07430938037052633
243,8,0.3,0.23,0.08,2,0.0435,0.0265,0.04,0,1,0,0.89,0.0435,0.1965,-0.0880273889941342
244,8,0.33,0.255,0.085,2,0.063,0.039,0.06,0,1,0,0.838,0.063,0.22700000000000004,-0.18881209752512707
245,10,0.35,0.26,0.085,2,0.0705,0.0345,0.06,0,1,0,0.835,0.0705,0.21950000000000003,-0.1560616395265062
246,13,0.32,0.245,0.08,2,0.0635,0.0325,0.05,0,1,0,0.854,0.0635,0.1965,-0.09353342178806823
247,9,0.36,0.275,0.085,2,0.0745,0.0415,0.07,0,1,0,0.8140000000000001,0.0745,0.23550000000000004,-0.2139138352939678
248,7,0.305,0.245,0.075,2,0.0675,0.038,0.045,0,1,0,0.8494999999999999,0.0675,0.1725,-0.031767145955652
249,7,0.345,0.27,0.11,2,0.082,0.0545,0.07,0,1,0,0.7935,0.082,0.27799999999999997,-0.3328019119949482
250,7,0.33,0.25,0.105,2,0.0655,0.035,0.06,0,1,0,0.8395,0.0655,0.26449999999999996,-0.2861339710807042
251,13,0.59,0.47,0.18,4,0.4205,0.2805,0.36,0,0,1,1.939,0.14016666666666666,0.6595000000000001,-0.9872377661203671
252,12,0.595,0.455,0.155,4,0.5135,0.2165,0.3,1,0,0,1.97,0.17116666666666666,0.39649999999999996,-0.5709737216061573
253,15,0.575,0.46,0.185,4,0.4485,0.217,0.345,1,0,0,1.9895,0.1495,0.6115,-0.9158934807210815
254,15,0.6,0.495,0.165,4,0.485,0.2775,0.34,0,0,1,1.8975,0.16166666666666665,0.525,-0.8156661429035715
255,15,0.56,0.45,0.175,4,0.3835,0.2065,0.37,0,0,1,2.04,0.12783333333333333,0.7064999999999999,-1.0587722446132375
256,19,0.56,0.45,0.185,4,0.3805,0.175,0.41,0,0,1,2.0345,0.12683333333333333,0.8094999999999999,-1.2289795070044505
257,10,0.545,0.46,0.16,3,0.341,0.1655,0.345,0,0,1,1.1484999999999999,0.1705,0.669,-1.1032381157152498
258,15,0.635,0.505,0.17,4,0.605,0.297,0.365,1,0,0,1.733,0.20166666666666666,0.4650000000000001,-0.7668765540591184
259,13,0.59,0.475,0.16,4,0.4775,0.2555,0.295,1,0,0,1.972,0.15916666666666665,0.43249999999999994,-0.638178385042193
260,11,0.54,0.475,0.155,3,0.394,0.194,0.26,1,0,0,1.152,0.197,0.43600000000000005,-0.7262724934688256
261,12,0.57,0.44,0.125,3,0.3675,0.1725,0.27,1,0,0,1.19,0.18375,0.42250000000000004,-0.6489567913171965
262,11,0.53,0.42,0.165,3,0.319,0.239,0.245,0,0,1,1.197,0.1595,0.5010000000000001,-0.75614946493948
263,4,0.245,0.195,0.06,2,0.0445,0.0245,0.026,0,1,0,0.905,0.0445,0.1275,0.12918006924081857
264,6,0.27,0.2,0.08,2,0.0465,0.028,0.04,0,0,1,0.8855,0.0465,0.1935,-0.08746015598554313
265,11,0.46,0.38,0.13,3,0.3,0.1525,0.16,1,0,0,1.3875,0.15,0.2800000000000001,-0.3102637104627692
266,14,0.52,0.45,0.15,3,0.3615,0.186,0.235,0,0,1,1.2175,0.18075,0.40850000000000003,-0.642991788967332
267,8,0.35,0.275,0.11,2,0.1225,0.0635,0.0905,0,0,1,0.7235,0.1225,0.2785,-0.35414899478387973
268,9,0.47,0.39,0.15,3,0.2185,0.0885,0.255,0,0,1,1.438,0.10925,0.5915,-0.9176476393796426
269,13,0.45,0.36,0.125,2,0.2035,0.1,0.17,1,0,0,0.5265,0.2035,0.38650000000000007,-0.6645088328314471
270,22,0.64,0.525,0.215,4,0.4535,0.2855,0.55,1,0,0,1.7109999999999999,0.15116666666666667,1.0765,-1.644926114928234
271,16,0.59,0.5,0.2,4,0.412,0.2705,0.37,0,0,1,1.9475,0.13733333333333334,0.7280000000000002,-1.1108278685347435
272,14,0.62,0.485,0.205,4,0.3875,0.2505,0.385,0,0,1,1.9769999999999999,0.12916666666666668,0.7925,-1.1688592569056215
273,15,0.63,0.505,0.225,4,0.56,0.3335,0.45,0,0,1,1.6564999999999999,0.18666666666666668,0.79,-1.2478193617431803
274,13,0.63,0.515,0.155,4,0.4105,0.197,0.41,0,0,1,1.9825000000000002,0.13683333333333333,0.7194999999999999,-1.1119595111605745
275,22,0.655,0.54,0.215,4,0.7425,0.327,0.585,0,0,1,1.3455,0.24750000000000003,0.8574999999999998,-1.4642404162837992
276,12,0.66,0.53,0.185,4,0.493,0.245,0.49,1,0,0,1.772,0.16433333333333333,0.8570000000000001,-1.346666052229266
277,18,0.61,0.5,0.24,4,0.532,0.3345,0.69,0,0,1,1.4435,0.17733333333333334,1.3279999999999998,-0.45774178017193434
278,20,0.635,0.525,0.205,4,0.55,0.3115,0.43,0,0,1,1.7085,0.18333333333333335,0.72,-1.1581359934440496
279,11,0.515,0.425,0.135,3,0.2665,0.1605,0.25,1,0,0,1.323,0.13325,0.5035000000000001,-0.7695675773904385
280,15,0.535,0.415,0.185,3,0.314,0.1585,0.3,1,0,0,1.2275,0.157,0.6559999999999999,-1.023626412953366
281,7,0.36,0.285,0.105,2,0.0915,0.057,0.075,0,1,0,0.7765,0.0915,0.26849999999999996,-0.31369540068371143
282,9,0.455,0.355,0.12,2,0.177,0.104,0.15,1,0,0,0.5690000000000001,0.177,0.36300000000000004,-0.5896240518820433
283,14,0.485,0.395,0.14,3,0.2285,0.127,0.225,0,0,1,1.4195,0.11425,0.5015,-0.7388862061636461
284,14,0.515,0.38,0.175,3,0.325,0.158,0.31,0,0,1,1.207,0.1625,0.645,-1.0084371226777507
285,10,0.535,0.415,0.17,3,0.295,0.1965,0.285,1,0,0,1.2235,0.1475,0.615,-0.9501139012185207
286,10,0.53,0.435,0.155,3,0.288,0.1595,0.205,0,0,1,1.3475000000000001,0.144,0.432,-0.6276975230099998
287,17,0.495,0.4,0.155,3,0.242,0.1325,0.205,1,0,0,1.4205,0.121,0.478,-0.6835039422392551
288,9,0.44,0.355,0.125,2,0.132,0.0815,0.19,0,0,1,0.5965,0.132,0.498,-0.8857916340775858
289,10,0.535,0.435,0.16,3,0.3155,0.1795,0.24,1,0,0,1.2650000000000001,0.15775,0.48450000000000004,-0.7372134012226127
290,17,0.54,0.435,0.18,3,0.3835,0.226,0.325,0,0,1,1.0655,0.19175,0.6265000000000001,-1.0203378595290074
291,12,0.565,0.505,0.21,4,0.501,0.279,0.355,1,0,0,1.865,0.167,0.6289999999999999,-1.004030201926576
292,15,0.61,0.475,0.165,4,0.428,0.2205,0.315,0,0,1,2.0365,0.14266666666666666,0.532,-0.7738238093366174
293,19,0.565,0.455,0.175,4,0.342,0.207,0.35,1,0,0,2.101,0.114,0.7079999999999997,-1.0406639839182628
294,26,0.6,0.495,0.195,4,0.384,0.19,0.375,0,0,1,2.051,0.128,0.7560000000000001,-1.1356516742076133
295,6,0.295,0.215,0.085,2,0.049,0.034,0.04,0,1,0,0.877,0.049,0.201,-0.09426717142465035
296,6,0.275,0.205,0.075,2,0.045,0.0285,0.035,0,1,0,0.8915,0.045,0.175,-0.020533671490445507
297,4,0.28,0.21,0.085,2,0.039,0.0295,0.03,0,1,0,0.9015,0.039,0.191,-0.06499619466716867
298,11,0.49,0.395,0.14,3,0.2215,0.1275,0.15,0,0,1,1.501,0.11075,0.35850000000000004,-0.434056443216147
299,9,0.37,0.28,0.105,2,0.0905,0.0585,0.075,0,0,1,0.776,0.0905,0.26949999999999996,-0.3026376934085662
300,9,0.405,0.305,0.095,2,0.1455,0.0895,0.1,1,0,0,0.665,0.1455,0.24450000000000002,-0.26604318907988905
301,13,0.54,0.435,0.175,3,0.322,0.174,0.335,1,0,0,1.169,0.161,0.698,-1.1189152454596831
302,8,0.37,0.28,0.1,2,0.1065,0.0595,0.074,0,0,1,0.76,0.1065,0.2415,-0.232761733498204
303,6,0.36,0.27,0.1,2,0.0885,0.0495,0.0715,0,0,1,0.7905,0.0885,0.25449999999999995,-0.2606365388346301
304,10,0.47,0.36,0.13,2,0.182,0.114,0.15,1,0,0,0.554,0.182,0.37800000000000006,-0.61469339868698
305,4,0.2,0.145,0.06,2,0.0125,0.0095,0.011,0,1,0,0.967,0.0125,0.12949999999999998,0.11796286580018096
306,3,0.165,0.12,0.03,2,0.007,0.005,0.005,0,1,0,0.983,0.007,0.06299999999999999,0.4081547922332946
307,13,0.645,0.515,0.24,4,0.471,0.369,0.535,0,0,1,1.625,0.157,1.0790000000000002,-1.6304806375578518
308,14,0.55,0.41,0.125,3,0.2505,0.1635,0.195,0,0,1,1.391,0.12525,0.3895,-0.5035573965921628
309,10,0.57,0.435,0.145,3,0.3925,0.2355,0.275,0,0,1,1.097,0.19625,0.44750000000000006,-0.6932360152673259
310,21,0.63,0.485,0.19,4,0.4635,0.3055,0.39,1,0,0,1.841,0.1545,0.6965000000000001,-1.0525940814745898
311,14,0.56,0.44,0.14,3,0.443,0.2045,0.265,0,0,1,1.0875,0.2215,0.36700000000000005,-0.5770555410074214
312,19,0.595,0.455,0.195,4,0.4595,0.3235,0.345,0,0,1,1.8719999999999999,0.15316666666666667,0.6205,-0.9140252449843027
313,23,0.62,0.47,0.2,4,0.381,0.27,0.435,1,0,0,1.914,0.127,0.889,-1.315172348251947
314,23,0.63,0.485,0.175,4,0.4335,0.2945,0.46,0,0,1,1.812,0.1445,0.8365,-1.27781655778354
315,8,0.45,0.355,0.11,2,0.194,0.067,0.14,0,1,0,0.599,0.194,0.306,-0.4684942162116168
316,14,0.635,0.535,0.19,4,0.576,0.2475,0.39,1,0,0,1.7865000000000002,0.19199999999999998,0.5840000000000002,-0.9707102352166439
317,10,0.45,0.35,0.1,2,0.1465,0.1015,0.12,0,0,1,0.632,0.1465,0.2935,-0.414210501310728
318,18,0.58,0.455,0.155,3,0.315,0.1385,0.32,1,0,0,1.2265,0.1575,0.635,-1.0071346519096585
319,6,0.33,0.255,0.095,2,0.066,0.0255,0.06,0,1,0,0.8485,0.066,0.244,-0.23535339531660446
320,5,0.265,0.21,0.06,2,0.0425,0.022,0.03,0,1,0,0.9055,0.0425,0.13749999999999998,0.09494595245451451
321,4,0.19,0.145,0.04,2,0.0165,0.0065,0.015,0,1,0,0.962,0.0165,0.0935,0.25839282248631873
322,11,0.385,0.31,0.1,2,0.1065,0.075,0.1,0,0,1,0.7185,0.1065,0.29350000000000004,-0.399815670073324
323,5,0.265,0.205,0.07,2,0.039,0.041,0.035,0,1,0,0.885,0.039,0.171,-0.01796832758058467
324,7,0.335,0.265,0.105,2,0.0935,0.056,0.075,0,0,1,0.7755000000000001,0.0935,0.26649999999999996,-0.3137213414505518
325,7,0.355,0.275,0.09,2,0.097,0.053,0.08,0,1,0,0.77,0.097,0.24299999999999997,-0.24793540248232532
326,7,0.32,0.255,0.1,2,0.073,0.0415,0.065,0,1,0,0.8205,0.073,0.257,-0.2854195722188546
327,12,0.51,0.4,0.13,3,0.27,0.1665,0.205,0,0,1,1.3585,0.135,0.3999999999999999,-0.5440200306922401
328,8,0.36,0.295,0.105,2,0.0865,0.053,0.095,0,0,1,0.7655000000000001,0.0865,0.3135,-0.4513673002290631
329,8,0.36,0.28,0.09,2,0.0885,0.04,0.09,0,1,0,0.7815,0.0885,0.27149999999999996,-0.33000348724945844
330,12,0.5,0.38,0.155,3,0.2135,0.161,0.2,0,0,1,1.4255,0.10675,0.49649999999999994,-0.6857012677695125
331,8,0.4,0.325,0.12,2,0.134,0.0565,0.095,1,0,0,0.7145,0.134,0.296,-0.40772230454780634
332,5,0.3,0.22,0.08,2,0.0475,0.042,0.035,0,1,0,0.8755,0.0475,0.1825,-0.03247422052113104
333,5,0.235,0.175,0.04,2,0.0335,0.015,0.02,0,1,0,0.9315,0.0335,0.0865,0.30086979510204476
334,16,0.74,0.6,0.195,4,0.598,0.4085,0.71,1,0,0,1.2835,0.19933333333333333,1.2120000000000002,-1.8679663243047633
335,11,0.62,0.465,0.19,4,0.5705,0.3175,0.355,0,0,1,1.7570000000000001,0.19016666666666668,0.5194999999999999,-0.7959285047585047
336,14,0.6,0.475,0.19,4,0.403,0.2655,0.325,0,0,1,2.0065,0.13433333333333333,0.627,-0.9151505644442105
337,16,0.59,0.45,0.185,4,0.473,0.276,0.425,0,0,1,1.826,0.15766666666666665,0.747,-1.1440578333654163
338,13,0.62,0.475,0.185,4,0.6045,0.325,0.33,0,0,1,1.7405,0.2015,0.4255,-0.6666609709395827
339,15,0.565,0.45,0.195,4,0.406,0.2505,0.285,1,0,0,2.0585,0.13533333333333333,0.5539999999999999,-0.7848610338902109
340,14,0.575,0.455,0.145,4,0.581,0.2275,0.3,0,0,1,1.8915,0.19366666666666665,0.30899999999999994,-0.46034725425160883
341,14,0.62,0.51,0.205,4,0.4775,0.2565,0.48,1,0,0,1.786,0.15916666666666665,0.8924999999999998,-1.3930935909031228
342,12,0.62,0.465,0.185,4,0.579,0.3065,0.32,0,0,1,1.7945,0.19299999999999998,0.43100000000000005,-0.6520010023901165
343,12,0.505,0.375,0.18,3,0.2325,0.1495,0.17,1,0,0,1.448,0.11625,0.4674999999999999,-0.6101107851348025
344,8,0.46,0.425,0.155,3,0.3005,0.152,0.24,1,0,0,1.3075,0.15025,0.48950000000000005,-0.7832265967877212
345,13,0.49,0.39,0.14,3,0.2795,0.2185,0.18,0,0,1,1.322,0.13975,0.3605,-0.461896678939126
346,9,0.525,0.42,0.16,3,0.2745,0.173,0.275,1,0,0,1.2774999999999999,0.13725,0.5955000000000001,-0.9221655107705915
347,6,0.34,0.26,0.08,2,0.08,0.0555,0.055,0,1,0,0.8095,0.08,0.19,-0.08000021814094849
348,8,0.375,0.305,0.115,2,0.092,0.074,0.09,0,1,0,0.744,0.092,0.31800000000000006,-0.4518278034527112
349,14,0.61,0.48,0.15,4,0.56,0.2455,0.28,0,0,1,1.9144999999999999,0.18666666666666668,0.30000000000000004,-0.45135779338113247
350,8,0.61,0.495,0.185,4,0.536,0.2905,0.245,1,0,0,1.9285,0.17866666666666667,0.32399999999999995,-0.4882128656521941
351,22,0.585,0.45,0.17,3,0.3325,0.1635,0.27,1,0,0,1.234,0.16625,0.5475000000000001,-0.8420046153997932
352,12,0.57,0.46,0.14,3,0.4465,0.2065,0.245,0,0,1,1.1019999999999999,0.22325,0.3235,-0.5155899215879564
353,9,0.58,0.455,0.17,3,0.408,0.259,0.22,0,0,1,1.113,0.204,0.37200000000000005,-0.5649634800193203
354,16,0.635,0.515,0.17,4,0.509,0.286,0.34,0,0,1,1.865,0.16966666666666666,0.511,-0.8061397516900393
355,20,0.7,0.58,0.205,4,0.7415,0.49,0.58,0,0,1,1.1885,0.24716666666666667,0.8284999999999998,-1.4343301234646038
356,13,0.675,0.525,0.185,4,0.6935,0.336,0.395,0,0,1,1.5755,0.23116666666666666,0.46650000000000014,-0.8147165159440144
357,18,0.645,0.525,0.19,4,0.7035,0.3885,0.395,1,0,0,1.513,0.23450000000000001,0.4664999999999999,-0.82916223437981
358,17,0.745,0.585,0.215,4,0.9265,0.472,0.7,0,0,1,0.9015000000000004,0.30883333333333335,0.9034999999999999,-1.6105269916714002
359,16,0.685,0.545,0.18,4,0.7495,0.392,0.485,1,0,0,1.3735,0.24983333333333335,0.5805,-1.0440376367569422
360,18,0.605,0.49,0.18,4,0.48,0.287,0.35,0,0,1,1.883,0.16,0.5800000000000001,-0.8911523291127617
361,12,0.59,0.465,0.15,3,0.392,0.246,0.34,1,0,0,1.022,0.196,0.588,-0.9680236672150702
362,20,0.65,0.525,0.175,4,0.61,0.2995,0.445,1,0,0,1.6455,0.20333333333333334,0.63,-1.0518853643550021
363,16,0.6,0.48,0.15,4,0.4085,0.2705,0.295,1,0,0,2.026,0.13616666666666666,0.48149999999999993,-0.6944223757985274
364,12,0.62,0.5,0.175,4,0.4985,0.3015,0.35,1,0,0,1.85,0.16616666666666666,0.5514999999999999,-0.8572584837000345
365,19,0.63,0.515,0.16,4,0.4215,0.244,0.355,0,0,1,1.9795,0.14049999999999999,0.6085,-0.9312164248332481
366,11,0.58,0.465,0.145,3,0.4405,0.1655,0.265,0,0,1,1.129,0.22025,0.37950000000000006,-0.6178673902696421
367,10,0.58,0.455,0.12,4,0.479,0.2735,0.265,1,0,0,1.9825,0.15966666666666665,0.29100000000000004,-0.383605828030847
368,12,0.63,0.49,0.18,4,0.458,0.2765,0.315,0,0,1,1.9505,0.15266666666666667,0.532,-0.7867390361961347
369,17,0.69,0.56,0.215,4,0.68,0.299,0.47,1,0,0,1.551,0.22666666666666668,0.6899999999999998,-1.1760063493200419
370,16,0.65,0.545,0.165,4,0.6645,0.3455,0.415,1,0,0,1.575,0.2215,0.49549999999999994,-0.8871236767174188
371,16,0.66,0.565,0.195,4,0.692,0.3265,0.5,1,0,0,1.4815,0.23066666666666666,0.6980000000000002,-1.2242179825995751
372,19,0.68,0.58,0.2,4,0.585,0.453,0.6,1,0,0,1.362,0.19499999999999998,1.0150000000000001,-1.641810147388669
373,14,0.7,0.575,0.17,4,0.5095,0.314,0.42,1,0,0,1.7565000000000002,0.1698333333333333,0.6705,-1.093022426332026
374,13,0.685,0.52,0.15,4,0.4635,0.292,0.4,0,0,1,1.8445,0.1545,0.6365000000000001,-0.9789821337256808
375,20,0.675,0.545,0.195,4,0.6845,0.3695,0.605,1,0,0,1.341,0.22816666666666666,0.9155000000000001,-1.527310237056972
376,11,0.63,0.49,0.19,4,0.4935,0.3365,0.285,0,0,1,1.885,0.1645,0.45649999999999996,-0.6740767518886702
377,10,0.585,0.45,0.16,4,0.4995,0.2875,0.25,1,0,0,1.963,0.1665,0.32050000000000006,-0.4256845857589652
378,15,0.565,0.465,0.175,3,0.3895,0.183,0.37,0,0,1,1.0575,0.19475,0.7004999999999999,-1.159892253422718
379,12,0.61,0.495,0.185,4,0.3705,0.3135,0.33,1,0,0,1.986,0.1235,0.6595,-0.9688390236164793
380,15,0.605,0.47,0.18,4,0.3755,0.2805,0.385,0,0,1,1.959,0.12516666666666668,0.7545,-1.1160243957652747
381,10,0.535,0.42,0.145,3,0.33,0.189,0.25,0,0,1,1.2309999999999999,0.165,0.46,-0.6909821875480648
382,10,0.485,0.4,0.135,3,0.313,0.137,0.2,0,0,1,1.35,0.1565,0.35700000000000004,-0.48760604907742056
383,12,0.47,0.375,0.12,3,0.226,0.122,0.195,0,0,1,1.457,0.113,0.404,-0.5387313109967018
384,10,0.545,0.425,0.135,3,0.373,0.21,0.235,0,0,1,1.182,0.1865,0.367,-0.5342252416591917
385,9,0.455,0.37,0.105,2,0.216,0.1245,0.135,1,0,0,0.5245,0.216,0.264,-0.3935747675390002
386,12,0.54,0.42,0.155,3,0.3515,0.152,0.215,0,0,1,1.2815,0.17575,0.3885,-0.5526517337490833
387,10,0.46,0.38,0.135,2,0.207,0.1225,0.145,0,0,1,0.5255,0.207,0.3530000000000001,-0.5937585001058585
388,14,0.49,0.42,0.125,3,0.239,0.1435,0.22,0,0,1,1.3975,0.1195,0.45099999999999996,-0.6693262804417466
389,9,0.465,0.375,0.12,2,0.222,0.119,0.14,0,1,0,0.519,0.222,0.29800000000000004,-0.4711865491994176
390,10,0.415,0.325,0.1,2,0.1535,0.0595,0.105,0,1,0,0.6819999999999999,0.1535,0.25650000000000006,-0.3155748112463605
391,10,0.475,0.375,0.125,3,0.277,0.115,0.18,0,0,1,1.428,0.1385,0.33299999999999996,-0.4030698854768267
392,10,0.47,0.375,0.125,3,0.252,0.137,0.18,1,0,0,1.431,0.126,0.358,-0.4479413901622449
393,9,0.365,0.295,0.095,2,0.1075,0.0545,0.08,0,1,0,0.758,0.1075,0.2425,-0.2596810717423789
394,6,0.345,0.275,0.095,2,0.0755,0.0535,0.07,0,1,0,0.8009999999999999,0.0755,0.2545,-0.27664801213509005
395,11,0.39,0.31,0.1,2,0.116,0.064,0.115,0,1,0,0.7050000000000001,0.116,0.31400000000000006,-0.45728565500837054
396,10,0.5,0.395,0.14,3,0.3165,0.176,0.24,1,0,0,1.2675,0.15825,0.4435,-0.6522180587106351
397,8,0.47,0.38,0.145,3,0.2385,0.144,0.185,0,0,1,1.4325,0.11925,0.42149999999999993,-0.5699384548854296
398,12,0.535,0.44,0.15,3,0.256,0.139,0.26,0,0,1,1.345,0.128,0.5640000000000001,-0.8700288121835684
399,11,0.585,0.455,0.15,3,0.4355,0.2075,0.31,0,0,1,1.047,0.21775,0.48449999999999993,-0.7946128921666888
400,9,0.485,0.365,0.12,3,0.27,0.131,0.175,1,0,0,1.424,0.135,0.31999999999999995,-0.35785260807260355
401,9,0.515,0.455,0.135,3,0.295,0.1625,0.235,0,0,1,1.3075,0.1475,0.445,-0.6974912057095692
402,7,0.435,0.325,0.11,2,0.178,0.0985,0.155,1,0,0,0.5685,0.178,0.35200000000000004,-0.5563555754480126
403,10,0.515,0.415,0.14,3,0.3115,0.152,0.2,1,0,0,1.3365,0.15575,0.36850000000000005,-0.5079191957393401
404,7,0.44,0.345,0.12,2,0.1655,0.083,0.11,0,1,0,0.6415,0.1655,0.2945,-0.41380873659817796
405,12,0.525,0.44,0.15,3,0.3685,0.1985,0.24,1,0,0,1.193,0.18425,0.41150000000000003,-0.6387785906641191
406,8,0.45,0.355,0.115,2,0.2125,0.1045,0.15,0,0,1,0.533,0.2125,0.3175,-0.5029386287629584
407,16,0.59,0.485,0.12,3,0.39,0.182,0.29,0,0,1,1.138,0.195,0.42999999999999994,-0.7167264879424304
408,11,0.555,0.45,0.145,3,0.4,0.246,0.285,0,0,1,1.069,0.2,0.45999999999999985,-0.7450633836703511
409,8,0.57,0.44,0.095,3,0.3395,0.2215,0.235,0,0,1,1.204,0.16975,0.3204999999999999,-0.4500759272930878
410,15,0.59,0.5,0.165,4,0.4565,0.2425,0.34,0,0,1,1.9609999999999999,0.15216666666666667,0.5535,-0.8602876721846059
411,14,0.585,0.475,0.12,3,0.41,0.2115,0.28,0,0,1,1.0985,0.205,0.39000000000000007,-0.6430109221751421
412,11,0.58,0.46,0.12,3,0.4625,0.2385,0.28,1,0,0,1.019,0.23125,0.3375,-0.5541521213329839
413,12,0.545,0.44,0.12,3,0.3475,0.1715,0.24,0,0,1,1.241,0.17375,0.3725,-0.5567855943015569
414,14,0.605,0.495,0.17,4,0.528,0.2465,0.39,1,0,0,1.8355000000000001,0.17600000000000002,0.5920000000000001,-0.9457605950860679
415,15,0.62,0.47,0.14,4,0.3605,0.224,0.36,1,0,0,2.0555,0.12016666666666666,0.6395,-0.9292491197699442
416,20,0.63,0.5,0.17,4,0.5595,0.267,0.4,1,0,0,1.7734999999999999,0.1865,0.5805000000000001,-0.9336340995976713
417,20,0.63,0.515,0.165,4,0.488,0.349,0.45,0,0,1,1.713,0.16266666666666665,0.742,-1.1811940144805269
418,16,0.63,0.5,0.155,4,0.367,0.199,0.36,1,0,0,2.074,0.12233333333333334,0.663,-0.9834435368498723
419,13,0.545,0.41,0.14,3,0.223,0.16,0.235,0,0,1,1.3820000000000001,0.1115,0.527,-0.756235562344614
420,14,0.67,0.54,0.165,4,0.518,0.358,0.505,1,0,0,1.619,0.17266666666666666,0.8220000000000001,-1.3191926339355478
421,11,0.49,0.38,0.12,3,0.2165,0.139,0.155,0,1,0,1.4895,0.10825,0.3335,-0.37360771232537415
422,13,0.49,0.39,0.135,3,0.2465,0.123,0.2,1,0,0,1.4304999999999999,0.12325,0.42350000000000004,-0.5808268240000727
423,8,0.29,0.225,0.07,2,0.036,0.0235,0.035,0,1,0,0.9055,0.036,0.17400000000000002,-0.019354510704217037
424,6,0.26,0.2,0.07,2,0.037,0.02,0.03,0,1,0,0.913,0.037,0.163,0.01243616983006976
425,13,0.58,0.45,0.175,4,0.425,0.203,0.32,0,0,1,2.052,0.14166666666666666,0.565,-0.8166357817108508
426,18,0.61,0.485,0.165,4,0.3935,0.2435,0.33,1,0,0,2.033,0.13116666666666668,0.5965,-0.8766283843978416
427,19,0.6,0.5,0.16,4,0.3995,0.1735,0.33,0,0,1,2.097,0.13316666666666668,0.5805,-0.8751134561347589
